gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
SLC33A1	ENST00000643144.2	10	7	3	0	3	6	25	SLC33A1:single_exon:E1	0.400000	1205	SLC33A1:exon_block:E1-E5	1.000000	1912	SLC33A1:downstream_CDS_implantation:after_E2	0.600000	684	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC34A1	ENST00000324417.6	56	45	15	0	10	13	67	SLC34A1:single_exon:E7	0.142857	196	SLC34A1:exon_block:E3-E7	0.500000	731	SLC34A1:downstream_CDS_implantation:after_E1	1.000000	1917	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC34A2	ENST00000382051.8	19	13	10	0	5	13	67	SLC34A2:single_exon:E8	0.210526	96	SLC34A2:exon_block:E8-E12	0.473684	627	SLC34A2:downstream_CDS_implantation:after_E2	0.947368	1958	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC34A3	ENST00000673835.1	96	64	32	0	32	13	67	SLC34A3:single_exon:E13	0.218750	604	SLC34A3:exon_block:E9-E13	0.562500	1093	SLC34A3:downstream_CDS_implantation:after_E1	1.000000	1797	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35A1	ENST00000369552.9	4	4	0	0	0	8	37	SLC35A1:single_exon:E4	0.500000	153	SLC35A1:exon_block:E3-E6	1.000000	557	SLC35A1:downstream_CDS_implantation:after_E2	1.000000	817	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35A2	ENST00000247138.11	56	51	6	0	4	5	19	SLC35A2:single_exon:E4	0.535714	737	SLC35A2:exon_block:E1-E4	0.946429	1173	SLC35A2:downstream_CDS_implantation:after_E1	0.892857	1097	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35A3	ENST00000533028.8	50	41	15	0	9	8	37	SLC35A3:single_exon:E5	0.300000	169	SLC35A3:exon_block:E3-E7	0.860000	700	SLC35A3:downstream_CDS_implantation:after_E1	1.000000	975	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35B2	ENST00000393812.4	3	3	0	0	0	4	13	SLC35B2:single_exon:E4	1.000000	1544	SLC35B2:exon_block:E3-E4	1.000000	1699	SLC35B2:downstream_CDS_implantation:after_E3	1.000000	936	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35C1	ENST00000314134.4	10	10	0	0	0	2	4	SLC35C1:single_exon:E1	0.500000	1188	SLC35C1:exon_block:E1-E2	1.000000	3429	SLC35C1:downstream_CDS_implantation:after_E1	0.500000	557	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC35D1	ENST00000235345.6	15	10	7	0	5	12	61	SLC35D1:single_exon:E1	0.200000	338	SLC35D1:exon_block:E3-E7	0.400000	399	SLC35D1:downstream_CDS_implantation:after_E2	0.800000	828	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC38A3	ENST00000614032.5	7	5	3	0	2	16	85	SLC38A3:single_exon:E13	0.428571	125	SLC38A3:exon_block:E10-E14	0.857143	616	SLC38A3:downstream_CDS_implantation:after_E3	1.000000	1329	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC38A8	ENST00000299709.8	71	49	30	0	22	11	55	SLC38A8:single_exon:E8	0.197183	148	SLC38A8:exon_block:E4-E8	0.619718	565	SLC38A8:downstream_CDS_implantation:after_E1	1.000000	1305	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A13	ENST00000362021.9	2	2	0	0	0	10	49	SLC39A13:single_exon:E5	0.500000	108	SLC39A13:exon_block:E4-E5	1.000000	230	SLC39A13:downstream_CDS_implantation:after_E3	1.000000	698	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A14	ENST00000381237.6	13	9	5	0	4	9	43	SLC39A14:single_exon:E3	0.153846	187	SLC39A14:exon_block:E5-E9	0.538462	3890	SLC39A14:downstream_CDS_implantation:after_E1	1.000000	1476	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A4	ENST00000301305.8	146	110	40	0	36	12	61	SLC39A4:single_exon:E2	0.157534	282	SLC39A4:exon_block:E2-E6	0.500000	957	SLC39A4:downstream_CDS_implantation:after_E1	0.904110	1749	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A5	ENST00000454355.7	4	4	0	0	0	13	67	SLC39A5:single_exon:E8	0.500000	141	SLC39A5:exon_block:E4-E8	1.000000	1016	SLC39A5:downstream_CDS_implantation:after_E1	1.000000	1620	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A7	ENST00000374677.8	6	6	0	0	0	7	31	SLC39A7:single_exon:E6	0.333333	197	SLC39A7:exon_block:E2-E6	0.833333	726	SLC39A7:downstream_CDS_implantation:after_E1	0.833333	996	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC39A8	ENST00000356736.5	9	9	1	0	0	9	43	SLC39A8:single_exon:E7	0.333333	208	SLC39A8:exon_block:E3-E7	0.666667	829	SLC39A8:downstream_CDS_implantation:after_E1	1.000000	1380	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC3A1	ENST00000260649.11	133	110	31	0	22	10	49	SLC3A1:single_exon:E10	0.180451	1296	SLC3A1:exon_block:E6-E10	0.609023	1902	SLC3A1:downstream_CDS_implantation:after_E1	0.932331	1625	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC40A1	ENST00000261024.7	42	41	3	1	0	8	37	SLC40A1:single_exon:E6	0.333333	246	SLC40A1:exon_block:E3-E7	0.880952	1291	SLC40A1:downstream_CDS_implantation:after_E2	0.976190	1602	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC41A1	ENST00000367137.4	1	1	1	0	0	11	55	SLC41A1:single_exon:E6	1.000000	147	SLC41A1:exon_block:E5-E6	1.000000	292	SLC41A1:downstream_CDS_implantation:after_E5	1.000000	842	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC44A1	ENST00000374720.8	5	5	0	0	0	16	85	SLC44A1:single_exon:E9	0.400000	187	SLC44A1:exon_block:E6-E9	0.600000	587	SLC44A1:downstream_CDS_implantation:after_E3	1.000000	1702	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC45A1	ENST00000471889.7	1	1	0	0	0	9	43	SLC45A1:single_exon:E4	1.000000	225	SLC45A1:exon_block:E3-E4	1.000000	318	SLC45A1:downstream_CDS_implantation:after_E3	1.000000	1754	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC45A2	ENST00000296589.9	112	101	15	0	10	7	31	SLC45A2:single_exon:E1	0.285714	495	SLC45A2:exon_block:E1-E5	0.732143	1266	SLC45A2:downstream_CDS_implantation:after_E1	0.714286	1205	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC46A1	ENST00000612814.5	26	23	4	0	3	5	19	SLC46A1:single_exon:E2	0.423077	853	SLC46A1:exon_block:E1-E4	1.000000	1420	SLC46A1:downstream_CDS_implantation:after_E1	0.730769	1149	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC49A3	ENST00000322224.9	1	0	0	0	0	10	49	SLC49A3:single_exon:E4	0.000000	77	SLC49A3:exon_block:E4-E5	0.000000	215	SLC49A3:downstream_CDS_implantation:after_E9	1.000000	416	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A1	ENST00000262418.12	234	195	62	0	39	20	109	SLC4A1:single_exon:E17	0.119658	254	SLC4A1:exon_block:E14-E18	0.410256	855	SLC4A1:downstream_CDS_implantation:after_E2	1.000000	2718	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A10	ENST00000446997.6	13	9	4	0	4	27	150	SLC4A10:single_exon:E17	0.153846	162	SLC4A10:exon_block:E6-E9	0.307692	529	SLC4A10:downstream_CDS_implantation:after_E4	1.000000	2938	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A11	ENST00000642402.1	179	136	57	0	43	20	109	SLC4A11:single_exon:E19	0.083799	170	SLC4A11:exon_block:E15-E19	0.329609	816	SLC4A11:downstream_CDS_implantation:after_E1	1.000000	2582	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A2	ENST00000413384.7	3	3	0	0	0	23	127	SLC4A2:single_exon:E5	0.333333	119	SLC4A2:exon_block:E12-E14	0.666667	627	SLC4A2:downstream_CDS_implantation:after_E4	1.000000	3264	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A3	ENST00000358055.8	2	2	0	0	0	23	127	SLC4A3:single_exon:E8	1.000000	181	SLC4A3:exon_block:E8-E9	1.000000	317	SLC4A3:downstream_CDS_implantation:after_E7	1.000000	2736	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC4A4	ENST00000264485.11	17	13	3	1	3	26	144	SLC4A4:single_exon:E8	0.176471	158	SLC4A4:exon_block:E6-E10	0.411765	658	SLC4A4:downstream_CDS_implantation:after_E2	1.000000	3164	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC51A	ENST00000296327.10	1	1	0	0	0	9	43	SLC51A:single_exon:E6	1.000000	112	SLC51A:exon_block:E6-E7	1.000000	259	SLC51A:downstream_CDS_implantation:after_E5	1.000000	499	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC51B	ENST00000334287.3	1	1	0	0	0	4	13	SLC51B:single_exon:E2	1.000000	205	SLC51B:exon_block:E2-E3	1.000000	296	SLC51B:downstream_CDS_implantation:after_E1	1.000000	384	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC52A1	ENST00000254853.10	1	1	0	0	0	5	19	SLC52A1:single_exon:E2	1.000000	237	SLC52A1:exon_block:E1-E2	1.000000	803	SLC52A1:downstream_CDS_implantation:after_E1	1.000000	1344	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC52A2	ENST00000643944.2	42	41	2	0	1	5	19	SLC52A2:single_exon:E3	0.690476	871	SLC52A2:exon_block:E2-E5	1.000000	1705	SLC52A2:downstream_CDS_implantation:after_E1	1.000000	1335	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC52A3	ENST00000645534.1	30	29	2	0	1	5	19	SLC52A3:single_exon:E2	0.400000	618	SLC52A3:exon_block:E2-E5	1.000000	2407	SLC52A3:downstream_CDS_implantation:after_E1	1.000000	1407	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
